nationality,class,time_s,time,5ktime,5kdiff,5kminperk,5kkmh,5kplace,10ktime,10kdiff,10kminperk,10kkmh,10kplace,15ktime,15kdiff,15kminperk,15kkmh,15kplace,20ktime,20kdiff,20kminperk,20kkmh,20kplace,finishtime_s,finishtime,finishdiff,finishminperk,finishkmh
SWE,D17,5681,01:34:41,00:22:17,22:17,04:28,13.46,232,00:44:04,21:47,04:22,13.77,201,01:06:39,22:34,04:31,13.29,188,01:29:57,23:18,04:40,12.87,185,5681,01:34:41,04:43,04:19,13.91
SWE,H17,4741,01:19:01,00:18:12,18:12,03:39,16.48,163,00:36:15,18:03,03:37,16.62,155,00:55:03,18:48,03:46,15.95,154,01:14:49,19:46,03:58,15.18,172,4741,01:19:01,04:12,03:50,15.66
SWE,D45,5682,01:34:42,00:21:39,21:39,04:20,13.85,159,00:43:41,22:01,04:25,13.62,172,01:06:14,22:33,04:31,13.30,171,01:29:38,23:24,04:41,12.82,173,5682,01:34:42,05:03,04:37,13.01
SWE,H17,4742,01:19:02,00:18:35,18:35,03:44,16.13,221,00:36:58,18:22,03:41,16.33,216,00:55:45,18:46,03:46,15.97,190,01:15:00,19:15,03:52,15.58,181,4742,01:19:02,04:02,03:42,16.27
SWE,H45,4744,01:19:04,00:17:58,17:58,03:36,16.69,131,00:36:08,18:10,03:39,16.51,146,00:55:18,19:09,03:50,15.66,165,01:14:39,19:21,03:53,15.50,167,4744,01:19:04,04:24,04:02,14.93
SWE,D35,5683,01:34:43,00:22:19,22:19,04:28,13.44,236,00:44:24,22:04,04:25,13.59,224,01:06:59,22:35,04:32,13.28,203,01:29:45,22:46,04:34,13.17,178,5683,01:34:43,04:57,04:32,13.28
SWE,D40,5684,01:34:44,00:22:07,22:07,04:26,13.56,213,00:43:53,21:45,04:22,13.78,186,01:06:37,22:44,04:33,13.20,187,01:29:51,23:14,04:39,12.91,182,5684,01:34:44,04:52,04:27,13.51
SWE,H45,4746,01:19:06,00:18:40,18:40,03:45,16.06,237,00:36:51,18:10,03:39,16.51,201,00:55:36,18:45,03:46,16.00,183,01:14:50,19:14,03:51,15.59,175,4746,01:19:06,04:15,03:53,15.48
SWE,D17,5684,01:34:44,00:21:23,21:23,04:17,14.03,141,00:43:12,21:49,04:22,13.74,158,01:06:13,23:00,04:37,13.04,169,01:29:55,23:42,04:45,12.65,183,5684,01:34:44,04:49,04:24,13.65
SWE,H17,4748,01:19:08,00:19:00,19:00,03:49,15.78,330,00:37:06,18:05,03:38,16.58,228,00:55:34,18:28,03:42,16.24,180,01:14:56,19:21,03:53,15.49,178,4748,01:19:08,04:12,03:50,15.67
SWE,H17,4748,01:19:08,00:17:42,17:42,03:33,16.94,104,00:35:57,18:14,03:39,16.44,135,00:55:20,19:23,03:53,15.47,168,01:15:09,19:48,03:58,15.15,189,4748,01:19:08,03:59,03:39,16.50
SWE,D17,5688,01:34:48,00:21:10,21:10,04:15,14.17,114,00:43:12,22:01,04:25,13.62,157,01:06:20,23:07,04:38,12.97,176,01:29:46,23:26,04:42,12.80,180,5688,01:34:48,05:01,04:36,13.09
SWE,D17,5688,01:34:48,00:21:10,21:10,04:15,14.17,115,00:42:36,21:25,04:18,14.00,133,01:05:23,22:47,04:34,13.17,150,01:29:45,24:21,04:53,12.31,177,5688,01:34:48,05:02,04:36,13.05
SWE,H45,4749,01:19:09,00:18:35,18:35,03:44,16.14,218,00:36:58,18:23,03:41,16.31,218,00:55:50,18:51,03:47,15.91,198,01:15:06,19:16,03:52,15.57,186,4749,01:19:09,04:02,03:42,16.27
SWE,H17,4750,01:19:10,00:18:19,18:19,03:40,16.37,177,00:36:52,18:33,03:43,16.17,202,00:55:46,18:53,03:47,15.87,192,01:14:59,19:12,03:51,15.61,179,4750,01:19:10,04:11,03:50,15.69
SWE,D35,5688,01:34:48,00:22:31,22:31,04:31,13.32,268,00:44:36,22:04,04:25,13.58,238,01:07:11,22:35,04:32,13.28,215,01:30:01,22:49,04:34,13.14,186,5688,01:34:48,04:47,04:22,13.75
SWE,D35,5689,01:34:49,00:22:16,22:16,04:28,13.47,230,00:44:17,22:01,04:25,13.62,216,01:06:55,22:37,04:32,13.26,200,01:30:07,23:11,04:39,12.93,191,5689,01:34:49,04:41,04:18,14.01
SWE,H17,4751,01:19:11,00:18:26,18:26,03:42,16.26,194,00:36:45,18:18,03:40,16.39,193,00:55:35,18:50,03:47,15.93,182,01:15:06,19:30,03:55,15.37,185,4751,01:19:11,04:05,03:44,16.12
ENG,H17,4753,01:19:13,00:18:04,18:04,03:37,16.60,145,00:36:25,18:21,03:41,16.35,163,00:56:06,19:41,03:57,15.24,221,01:15:22,19:16,03:52,15.56,200,4753,01:19:13,03:50,03:31,17.13
SWE,D35,5694,01:34:54,00:22:06,22:06,04:26,13.57,204,00:44:16,22:10,04:27,13.53,213,01:07:02,22:45,04:34,13.18,208,01:30:04,23:02,04:37,13.02,188,5694,01:34:54,04:50,04:25,13.60
SWE,H17,4753,01:19:13,00:18:10,18:10,03:39,16.50,162,00:36:27,18:16,03:40,16.42,168,00:55:30,19:03,03:49,15.74,178,01:15:07,19:37,03:56,15.29,187,4753,01:19:13,04:05,03:44,16.08
SWE,D45,5695,01:34:55,00:22:42,22:42,04:33,13.21,314,00:45:10,22:27,04:30,13.36,293,01:08:04,22:54,04:35,13.10,258,01:30:15,22:10,04:27,13.53,198,5695,01:34:55,04:39,04:16,14.12
SWE,H35,4754,01:19:14,00:18:50,18:50,03:47,15.92,284,00:37:16,18:25,03:42,16.29,249,00:56:00,18:44,03:45,16.00,215,01:15:04,19:03,03:49,15.74,184,4754,01:19:14,04:09,03:48,15.81
SWE,D40,5696,01:34:56,00:21:38,21:38,04:20,13.86,158,00:43:44,22:06,04:26,13.57,177,01:06:34,22:49,04:34,13.14,183,01:29:49,23:15,04:40,12.90,181,5696,01:34:56,05:07,04:41,12.85
SWE,H17,4755,01:19:15,00:18:41,18:41,03:45,16.05,239,00:37:10,18:28,03:42,16.23,240,00:56:03,18:53,03:47,15.88,218,01:15:03,18:59,03:48,15.79,183,4755,01:19:15,04:11,03:50,15.68
SWE,D35,5697,01:34:57,00:22:00,22:00,04:25,13.63,190,00:44:04,22:03,04:25,13.60,200,01:06:53,22:49,04:34,13.14,197,01:30:06,23:12,04:39,12.93,190,5697,01:34:57,04:51,04:26,13.57
NOR,H35,4756,01:19:16,00:18:38,18:38,03:44,16.10,227,00:36:49,18:10,03:39,16.50,198,00:55:49,19:00,03:49,15.79,196,01:15:16,19:27,03:54,15.42,194,4756,01:19:16,04:00,03:40,16.42
SWE,D17,5700,01:35:00,00:22:28,22:28,04:30,13.35,255,00:44:57,22:28,04:30,13.35,268,01:07:40,22:43,04:33,13.20,234,01:30:27,22:47,04:34,13.17,202,5700,01:35:00,04:33,04:09,14.46
SWE,D17,5702,01:35:02,00:21:26,21:26,04:18,13.99,145,00:43:10,21:44,04:21,13.80,156,01:06:15,23:04,04:37,13.00,172,01:29:57,23:41,04:45,12.66,184,5702,01:35:02,05:05,04:39,12.92
SWE,H35,4757,01:19:17,00:18:45,18:45,03:46,15.99,260,00:37:00,18:14,03:39,16.45,221,00:55:53,18:53,03:47,15.88,205,01:15:02,19:09,03:50,15.66,182,4757,01:19:17,04:15,03:53,15.49
SWE,D45,5706,01:35:06,00:22:43,22:43,04:33,13.20,322,00:44:57,22:13,04:27,13.49,269,01:07:20,22:22,04:29,13.40,226,01:30:31,23:10,04:39,12.95,207,5706,01:35:06,04:35,04:11,14.35
SWE,H45,4758,01:19:18,00:18:12,18:12,03:39,16.48,165,00:36:26,18:14,03:39,16.45,165,00:55:22,18:55,03:48,15.85,170,01:14:59,19:37,03:56,15.29,179,4758,01:19:18,04:19,03:57,15.22
SWE,H17,4759,01:19:19,00:19:07,19:07,03:50,15.69,366,00:37:28,18:21,03:41,16.35,282,00:56:11,18:43,03:45,16.03,227,01:15:13,19:02,03:49,15.76,192,4759,01:19:19,04:05,03:45,16.06
SWE,D40,5707,01:35:07,00:22:31,22:31,04:31,13.32,269,00:44:37,22:05,04:26,13.58,240,01:07:14,22:36,04:32,13.27,221,01:30:11,22:56,04:36,13.07,194,5707,01:35:07,04:56,04:31,13.33
SWE,H17,4761,01:19:21,00:18:57,18:57,03:48,15.83,313,00:37:26,18:29,03:42,16.22,276,00:56:20,18:53,03:47,15.88,238,01:15:22,19:02,03:49,15.76,199,4761,01:19:21,03:59,03:38,16.52
SWE,D35,5708,01:35:08,00:22:14,22:14,04:27,13.49,224,00:44:16,22:01,04:25,13.62,212,01:07:09,22:53,04:35,13.10,212,01:30:12,23:02,04:37,13.02,196,5708,01:35:08,04:56,04:31,13.33
SWE,D35,5710,01:35:10,00:21:18,21:18,04:16,14.08,127,00:43:09,21:51,04:23,13.73,154,01:06:11,23:01,04:37,13.03,167,01:30:07,23:56,04:48,12.53,192,5710,01:35:10,05:02,04:36,13.06
SWE,H40,4762,01:19:22,00:18:45,18:45,03:46,15.99,257,00:37:00,18:15,03:40,16.43,223,00:55:50,18:49,03:46,15.93,200,01:15:11,19:21,03:53,15.50,191,4762,01:19:22,04:10,03:48,15.79
SWE,D17,5711,01:35:11,00:22:02,22:02,04:25,13.61,193,00:43:45,21:42,04:21,13.81,179,01:06:37,22:52,04:35,13.12,186,01:30:12,23:35,04:44,12.72,197,5711,01:35:11,04:58,04:32,13.24
BEL,H17,4762,01:19:22,00:18:26,18:26,03:42,16.27,192,00:36:55,18:28,03:42,16.23,211,00:55:41,18:46,03:46,15.98,187,01:15:08,19:26,03:54,15.43,188,4762,01:19:22,04:14,03:53,15.50
SWE,H17,4763,01:19:23,00:18:42,18:42,03:45,16.03,248,00:37:08,18:25,03:42,16.29,235,00:55:59,18:51,03:47,15.90,212,01:15:14,19:14,03:51,15.59,193,4763,01:19:23,04:08,03:47,15.89
SWE,D45,5714,01:35:14,00:24:09,24:09,04:50,12.42,870,00:47:19,23:10,04:39,12.95,663,01:11:03,23:44,04:45,12.64,536,01:30:03,18:59,03:48,15.80,187,5714,01:35:14,05:11,04:44,12.69
SWE,D17,5716,01:35:16,00:22:40,22:40,04:33,13.23,307,00:44:31,21:50,04:23,13.74,232,01:07:10,22:39,04:32,13.24,213,01:30:28,23:18,04:40,12.88,205,5716,01:35:16,04:48,04:23,13.69
SWE,H40,4764,01:19:24,00:18:35,18:35,03:44,16.14,218,00:36:59,18:24,03:41,16.30,220,00:56:05,19:06,03:50,15.70,220,01:15:18,19:12,03:51,15.62,195,4764,01:19:24,04:06,03:45,16.05
SWE,D17,5717,01:35:17,00:22:40,22:40,04:33,13.23,307,00:44:31,21:50,04:23,13.74,233,01:07:10,22:39,04:32,13.24,214,01:30:28,23:17,04:40,12.88,204,5717,01:35:17,04:48,04:24,13.67
SWE,H45,4766,01:19:26,00:18:29,18:29,03:42,16.22,200,00:36:44,18:14,03:39,16.45,191,00:55:40,18:56,03:48,15.84,185,01:15:11,19:30,03:55,15.37,190,4766,01:19:26,04:15,03:54,15.43
SWE,H40,4768,01:19:28,00:19:02,19:02,03:49,15.76,341,00:37:34,18:32,03:43,16.17,298,00:56:26,18:51,03:47,15.91,247,01:15:22,18:55,03:48,15.85,198,4768,01:19:28,04:06,03:45,16.02
SWE,D45,5718,01:35:18,00:21:52,21:52,04:23,13.72,170,00:43:36,21:44,04:21,13.80,168,01:06:31,22:54,04:35,13.10,180,01:30:11,23:39,04:44,12.68,195,5718,01:35:18,05:07,04:41,12.85
SWE,H17,4770,01:19:30,00:19:07,19:07,03:50,15.69,361,00:37:52,18:45,03:46,15.99,333,00:56:48,18:55,03:48,15.85,275,01:15:36,18:48,03:46,15.95,208,4770,01:19:30,03:54,03:34,16.86
SWE,D55,5719,01:35:19,00:22:20,22:20,04:29,13.42,240,00:44:14,21:53,04:23,13.70,211,01:06:56,22:42,04:33,13.21,201,01:30:18,23:22,04:41,12.84,200,5719,01:35:19,05:00,04:35,13.14
SWE,D17,5720,01:35:20,00:21:52,21:52,04:23,13.72,171,00:43:18,21:26,04:18,13.99,162,01:06:16,22:57,04:36,13.06,173,01:30:09,23:53,04:47,12.56,193,5720,01:35:20,05:10,04:44,12.70
SWE,H35,4773,01:19:33,00:18:27,18:27,03:42,16.25,195,00:36:36,18:09,03:38,16.53,183,00:55:42,19:05,03:50,15.72,188,01:15:23,19:41,03:57,15.23,201,4773,01:19:33,04:09,03:48,15.83
SWE,H17,4774,01:19:34,00:18:39,18:39,03:44,16.08,231,00:36:49,18:09,03:38,16.52,199,00:55:55,19:05,03:50,15.71,207,01:15:28,19:32,03:55,15.35,205,4774,01:19:34,04:06,03:45,16.03
SWE,D17,5721,01:35:21,00:21:22,21:22,04:17,14.03,139,00:43:13,21:50,04:23,13.73,159,01:06:41,23:27,04:42,12.79,189,01:30:32,23:51,04:47,12.57,208,5721,01:35:21,04:49,04:24,13.65
SWE,H40,4774,01:19:34,00:18:47,18:47,03:46,15.96,272,00:37:07,18:20,03:41,16.36,234,00:55:57,18:49,03:46,15.94,208,01:15:25,19:27,03:54,15.41,203,4774,01:19:34,04:09,03:48,15.83
SWE,D17,5722,01:35:22,00:22:29,22:29,04:30,13.34,259,00:44:17,21:48,04:22,13.76,215,01:07:08,22:51,04:35,13.13,210,01:30:17,23:09,04:38,12.96,199,5722,01:35:22,05:04,04:38,12.98
SWE,D17,5722,01:35:22,00:22:07,22:07,04:26,13.55,214,00:44:12,22:04,04:25,13.59,207,01:07:02,22:49,04:34,13.14,207,01:30:27,23:25,04:41,12.81,201,5722,01:35:22,04:55,04:30,13.35
SWE,H40,4776,01:19:36,00:18:45,18:45,03:46,15.99,255,00:37:13,18:28,03:42,16.24,248,00:56:13,18:59,03:48,15.80,229,01:15:30,19:17,03:52,15.55,207,4776,01:19:36,04:05,03:44,16.08
SWE,D40,5725,01:35:25,00:22:48,22:48,04:34,13.15,344,00:44:54,22:06,04:26,13.57,263,01:07:38,22:43,04:33,13.20,233,01:30:27,22:49,04:34,13.14,203,5725,01:35:25,04:58,04:32,13.25
SWE,H17,4777,01:19:37,00:19:00,19:00,03:49,15.78,331,00:37:34,18:34,03:43,16.16,299,00:56:46,19:11,03:51,15.63,273,01:15:44,18:57,03:48,15.83,216,4777,01:19:37,03:53,03:34,16.89
SWE,H40,4779,01:19:39,00:19:05,19:05,03:50,15.71,355,00:37:44,18:39,03:44,16.08,316,00:56:58,19:13,03:51,15.61,289,01:15:44,18:46,03:46,15.98,217,4779,01:19:39,03:54,03:35,16.81
SWE,D35,5732,01:35:32,00:22:42,22:42,04:33,13.21,312,00:44:40,21:58,04:24,13.65,247,01:07:09,22:28,04:30,13.34,211,01:30:33,23:24,04:41,12.82,209,5732,01:35:32,04:58,04:33,13.21
SWE,H17,4779,01:19:39,00:19:15,19:15,03:51,15.58,400,00:37:49,18:34,03:43,16.14,327,00:56:42,18:52,03:47,15.90,263,01:15:38,18:56,03:48,15.84,209,4779,01:19:39,04:00,03:40,16.42
SWE,D35,5736,01:35:36,00:23:05,23:05,04:38,13.00,415,00:45:37,22:32,04:31,13.31,357,01:08:27,22:49,04:34,13.14,287,01:31:04,22:36,04:32,13.27,224,5736,01:35:36,04:32,04:08,14.52
SWE,H35,4779,01:19:39,00:18:44,18:44,03:45,16.01,254,00:36:56,18:12,03:39,16.48,214,00:55:57,19:00,03:49,15.78,209,01:15:24,19:27,03:54,15.42,202,4779,01:19:39,04:14,03:53,15.49
SWE,D45,5736,01:35:36,00:21:58,21:58,04:24,13.65,186,00:43:53,21:55,04:24,13.69,187,01:06:55,23:01,04:37,13.03,199,01:30:38,23:43,04:45,12.65,211,5736,01:35:36,04:58,04:32,13.24
SWE,D17,5739,01:35:39,00:22:16,22:16,04:28,13.47,231,00:44:14,21:57,04:24,13.66,210,01:07:06,22:52,04:35,13.12,209,01:30:38,23:31,04:43,12.75,210,5739,01:35:39,05:01,04:35,13.11
SWE,H17,4780,01:19:40,00:18:12,18:12,03:39,16.48,163,00:36:27,18:15,03:40,16.43,169,00:55:31,19:03,03:49,15.74,179,01:15:20,19:49,03:58,15.13,196,4780,01:19:40,04:20,03:58,15.19
SWE,H17,4780,01:19:40,00:17:45,17:45,03:34,16.90,109,00:35:38,17:52,03:35,16.78,110,00:54:48,19:10,03:51,15.65,139,01:15:21,20:32,04:07,14.60,197,4780,01:19:40,04:19,03:57,15.24
SWE,D35,5740,01:35:40,00:22:25,22:25,04:30,13.38,248,00:44:25,21:59,04:24,13.64,225,01:07:17,22:52,04:35,13.11,224,01:30:47,23:30,04:43,12.77,212,5740,01:35:40,04:52,04:27,13.52
SWE,D17,5740,01:35:40,00:22:00,22:00,04:25,13.64,187,00:43:36,21:36,04:20,13.88,167,01:06:59,23:22,04:41,12.83,203,01:30:51,23:52,04:47,12.57,216,5740,01:35:40,04:48,04:24,13.67
SWE,H17,4782,01:19:42,00:18:57,18:57,03:48,15.82,317,00:37:24,18:27,03:42,16.26,271,00:56:12,18:47,03:46,15.96,228,01:15:29,19:16,03:52,15.56,206,4782,01:19:42,04:12,03:51,15.62
NOR,D35,5741,01:35:41,00:22:30,22:30,04:31,13.33,263,00:44:58,22:27,04:30,13.35,271,01:07:55,22:56,04:36,13.07,252,01:31:02,23:07,04:38,12.98,221,5741,01:35:41,04:39,04:15,14.12
SWE,H17,4784,01:19:44,00:18:39,18:39,03:44,16.08,230,00:37:00,18:21,03:41,16.35,222,00:56:00,19:00,03:49,15.79,214,01:15:28,19:27,03:54,15.42,204,4784,01:19:44,04:16,03:54,15.39
SWE,H35,4785,01:19:45,00:19:00,19:00,03:49,15.79,325,00:37:28,18:28,03:42,16.24,283,00:56:16,18:47,03:46,15.96,230,01:15:40,19:24,03:53,15.46,211,4785,01:19:45,04:04,03:43,16.15
SWE,D17,5747,01:35:47,00:22:34,22:34,04:31,13.29,280,00:44:48,22:14,04:27,13.49,255,01:07:45,22:57,04:36,13.07,242,01:31:10,23:24,04:41,12.81,231,5747,01:35:47,04:37,04:13,14.25
SWE,H35,4785,01:19:45,00:18:52,18:52,03:47,15.89,289,00:37:20,18:28,03:42,16.24,264,00:56:21,19:00,03:49,15.78,242,01:15:43,19:21,03:53,15.49,214,4785,01:19:45,04:01,03:41,16.32
SWE,D17,5750,01:35:50,00:21:07,21:07,04:14,14.20,109,00:42:47,21:40,04:21,13.85,142,01:06:06,23:18,04:40,12.87,162,01:30:30,24:24,04:53,12.29,206,5750,01:35:50,05:19,04:52,12.35
SWE,D17,5752,01:35:52,00:22:55,22:55,04:36,13.08,379,00:45:16,22:20,04:29,13.43,306,01:07:35,22:18,04:28,13.44,230,01:30:47,23:12,04:39,12.93,212,5752,01:35:52,05:04,04:38,12.97
SWE,H35,4789,01:19:49,00:18:55,18:55,03:48,15.85,307,00:37:08,18:12,03:39,16.47,237,00:56:05,18:56,03:48,15.84,219,01:15:39,19:34,03:55,15.33,210,4789,01:19:49,04:09,03:48,15.81
SWE,H50,4791,01:19:51,00:19:04,19:04,03:49,15.73,349,00:37:34,18:30,03:43,16.21,295,00:56:37,19:02,03:49,15.75,256,01:15:47,19:10,03:51,15.65,218,4791,01:19:51,04:03,03:42,16.23
SWE,D35,5754,01:35:54,00:22:29,22:29,04:30,13.34,259,00:44:34,22:05,04:26,13.58,235,01:07:13,22:38,04:32,13.25,220,01:30:54,23:40,04:45,12.67,217,5754,01:35:54,05:00,04:34,13.16
SWE,D40,5754,01:35:54,00:22:28,22:28,04:30,13.35,256,00:44:40,22:11,04:27,13.52,245,01:07:38,22:57,04:36,13.06,232,01:31:08,23:30,04:43,12.76,227,5754,01:35:54,04:45,04:21,13.81
SWE,H35,4794,01:19:54,00:18:33,18:33,03:43,16.16,211,00:36:59,18:25,03:42,16.28,219,00:56:01,19:02,03:49,15.76,217,01:15:48,19:47,03:58,15.16,221,4794,01:19:54,04:05,03:44,16.10
SWE,H35,4796,01:19:56,00:18:10,18:10,03:38,16.51,159,00:36:29,18:19,03:40,16.37,172,00:55:53,19:23,03:53,15.47,204,01:15:54,20:01,04:01,14.98,226,4796,01:19:56,04:02,03:42,16.29
SWE,D17,5757,01:35:57,00:22:15,22:15,04:28,13.48,226,00:43:57,21:42,04:21,13.82,192,01:06:42,22:44,04:33,13.19,193,01:30:49,24:07,04:50,12.44,215,5757,01:35:57,05:07,04:41,12.85
SWE,D17,5758,01:35:58,00:23:31,23:31,04:43,12.75,594,00:45:41,22:10,04:27,13.53,365,01:08:31,22:50,04:35,13.14,290,01:31:20,22:48,04:34,13.15,241,5758,01:35:58,04:37,04:14,14.21
SWE,H17,4799,01:19:59,00:18:47,18:47,03:46,15.97,271,00:37:07,18:20,03:41,16.36,233,00:56:01,18:54,03:47,15.87,216,01:15:43,19:41,03:57,15.24,212,4799,01:19:59,04:16,03:54,15.41
SWE,H35,4800,01:20:00,00:18:39,18:39,03:44,16.07,233,00:37:08,18:28,03:42,16.24,236,00:56:19,19:11,03:51,15.64,237,01:15:51,19:31,03:55,15.36,223,4800,01:20:00,04:09,03:48,15.85
SWE,D17,5758,01:35:58,00:22:14,22:14,04:27,13.49,223,00:44:08,21:54,04:23,13.69,204,01:06:59,22:51,04:35,13.13,205,01:30:49,23:49,04:46,12.59,214,5758,01:35:58,05:08,04:42,12.78
SWE,H35,4801,01:20:01,00:18:41,18:41,03:45,16.05,239,00:37:02,18:21,03:41,16.35,224,00:55:59,18:57,03:48,15.82,213,01:15:48,19:48,03:58,15.14,219,4801,01:20:01,04:12,03:51,15.65
SWE,D17,5758,01:35:58,00:22:32,22:32,04:31,13.31,272,00:44:52,22:20,04:29,13.43,262,01:08:08,23:15,04:40,12.90,266,01:31:14,23:06,04:38,12.98,235,5758,01:35:58,04:44,04:19,13.90
SWE,D17,5758,01:35:58,00:22:51,22:51,04:35,13.13,358,00:44:55,22:04,04:25,13.59,265,01:07:40,22:45,04:34,13.19,236,01:31:07,23:26,04:42,12.80,226,5758,01:35:58,04:51,04:26,13.54
SWE,H35,4801,01:20:01,00:18:36,18:36,03:44,16.12,225,00:36:58,18:21,03:41,16.34,217,00:55:48,18:50,03:47,15.93,195,01:15:50,20:01,04:01,14.98,222,4801,01:20:01,04:11,03:49,15.73
SWE,H17,4801,01:20:01,00:18:40,18:40,03:45,16.07,234,00:36:54,18:14,03:39,16.45,207,00:55:59,19:05,03:50,15.72,211,01:15:43,19:43,03:57,15.21,213,4801,01:20:01,04:18,03:56,15.31
SWE,D35,5759,01:35:59,00:22:37,22:37,04:32,13.26,291,00:44:36,21:59,04:24,13.64,239,01:07:32,22:55,04:36,13.08,228,01:31:06,23:33,04:43,12.73,225,5759,01:35:59,04:53,04:28,13.48
SWE,H55,4802,01:20:02,00:18:14,18:14,03:39,16.45,169,00:36:31,18:17,03:40,16.40,177,00:55:49,19:17,03:52,15.55,197,01:15:48,19:59,04:00,15.01,219,4802,01:20:02,04:13,03:52,15.57
SWE,D17,5761,01:36:01,00:22:13,22:13,04:27,13.50,221,00:44:32,22:18,04:28,13.44,234,01:07:48,23:16,04:40,12.89,243,01:31:11,23:23,04:41,12.82,233,5761,01:36:01,04:49,04:24,13.64
SWE,H17,4802,01:20:02,00:18:36,18:36,03:44,16.12,224,00:37:25,18:48,03:46,15.95,272,00:56:51,19:26,03:54,15.43,279,01:16:09,19:17,03:52,15.55,241,4802,01:20:02,03:53,03:33,16.92
SWE,D17,5761,01:36:01,00:22:06,22:06,04:26,13.57,207,00:44:19,22:12,04:27,13.51,220,01:07:14,22:55,04:36,13.09,222,01:31:00,23:45,04:46,12.62,219,5761,01:36:01,05:01,04:35,13.12
NOR,H40,4804,01:20:04,00:18:40,18:40,03:45,16.06,236,00:37:10,18:29,03:42,16.22,238,00:56:20,19:10,03:51,15.64,240,01:16:01,19:40,03:57,15.25,232,4804,01:20:04,04:03,03:42,16.22
SWE,D17,5765,01:36:05,00:22:20,22:20,04:29,13.42,242,00:44:28,22:07,04:26,13.56,230,01:07:33,23:05,04:38,12.99,229,01:31:03,23:30,04:43,12.76,223,5765,01:36:05,05:01,04:35,13.10
SWE,H40,4806,01:20:06,00:18:34,18:34,03:43,16.16,213,00:37:06,18:32,03:43,16.18,230,00:56:10,19:04,03:49,15.73,226,01:15:58,19:48,03:58,15.15,229,4806,01:20:06,04:07,03:46,15.94
SWE,D50,5766,01:36:06,00:23:27,23:27,04:42,12.79,558,00:45:23,21:56,04:24,13.68,327,01:08:14,22:51,04:35,13.12,272,01:31:20,23:05,04:38,12.99,242,5766,01:36:06,04:45,04:21,13.81
DEN,D17,5767,01:36:07,00:24:13,24:13,04:51,12.38,906,00:45:25,21:11,04:15,14.15,334,01:08:19,22:53,04:35,13.10,277,01:31:16,22:57,04:36,13.07,238,5767,01:36:07,04:50,04:25,13.59
SWE,H17,4807,01:20:07,00:18:50,18:50,03:47,15.92,283,00:37:24,18:33,03:43,16.16,269,00:56:32,19:08,03:50,15.67,251,01:16:01,19:28,03:54,15.41,232,4807,01:20:07,04:06,03:45,16.02
SWE,D17,5768,01:36:08,00:22:37,22:37,04:32,13.26,293,00:44:48,22:10,04:27,13.53,254,01:07:41,22:53,04:35,13.10,237,01:31:10,23:28,04:42,12.78,230,5768,01:36:08,04:57,04:32,13.26
SWE,H40,4809,01:20:09,00:17:58,17:58,03:36,16.70,130,00:35:57,17:58,03:36,16.68,133,00:54:59,19:02,03:49,15.76,152,01:15:43,20:44,04:09,14.46,215,4809,01:20:09,04:25,04:02,14.88
SWE,H17,4810,01:20:10,00:18:33,18:33,03:43,16.16,210,00:36:53,18:19,03:40,16.37,204,00:56:08,19:14,03:51,15.59,224,01:16:01,19:53,03:59,15.08,234,4810,01:20:10,04:08,03:47,15.89
SWE,D40,5769,01:36:09,00:23:07,23:07,04:38,12.97,425,00:44:55,21:48,04:22,13.76,266,01:07:53,22:57,04:36,13.07,250,01:31:10,23:16,04:40,12.89,228,5769,01:36:09,04:58,04:33,13.21
SWE,D50,5770,01:36:10,00:21:56,21:56,04:24,13.67,180,00:43:57,22:01,04:25,13.62,193,01:07:20,23:22,04:41,12.84,225,01:31:10,23:50,04:47,12.58,229,5770,01:36:10,05:00,04:34,13.16
SWE,H17,4811,01:20:11,00:19:00,19:00,03:49,15.78,329,00:37:34,18:34,03:43,16.16,296,00:56:46,19:11,03:51,15.63,270,01:16:09,19:23,03:53,15.48,241,4811,01:20:11,04:01,03:41,16.35
SWE,H17,4812,01:20:12,00:18:30,18:30,03:43,16.21,202,00:36:57,18:27,03:42,16.25,215,00:56:08,19:11,03:51,15.64,225,01:16:00,19:51,03:59,15.11,230,4812,01:20:12,04:11,03:50,15.67
SWE,D17,5770,01:36:10,00:22:03,22:03,04:25,13.60,194,00:44:05,22:01,04:25,13.62,202,01:07:17,23:11,04:39,12.93,223,01:31:15,23:57,04:48,12.52,236,5770,01:36:10,04:55,04:30,13.36
SWE,D45,5772,01:36:12,00:23:39,23:39,04:44,12.68,651,00:45:42,22:03,04:25,13.60,369,01:08:21,22:38,04:32,13.25,279,01:31:22,23:00,04:37,13.04,244,5772,01:36:12,04:50,04:25,13.62
SWE,H17,4813,01:20:13,00:18:19,18:19,03:40,16.38,175,00:36:36,18:17,03:40,16.41,182,00:55:50,19:14,03:51,15.60,199,01:15:52,20:01,04:01,14.98,224,4813,01:20:13,04:21,03:59,15.09
SWE,D40,5777,01:36:17,00:21:57,21:57,04:24,13.66,183,00:43:56,21:58,04:24,13.65,190,01:06:57,23:01,04:37,13.03,202,01:31:01,24:03,04:49,12.47,220,5777,01:36:17,05:16,04:49,12.48
SWE,H35,4815,01:20:15,00:19:00,19:00,03:49,15.79,327,00:37:39,18:39,03:44,16.08,309,00:56:55,19:15,03:52,15.58,286,01:16:14,19:18,03:52,15.53,245,4815,01:20:15,04:00,03:40,16.39
